MEASURE,Measure,INDEX,Index type,SECTOR,Sector,INDUSTRY,Industry,REGION,Region,TSEST,Adjustment type,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,2,Victoria,10,Original,Q,Quarterly,2018-Q1,Mar-18,128.8,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,2,Victoria,10,Original,Q,Quarterly,2018-Q2,Jun-18,129.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,2,Victoria,10,Original,Q,Quarterly,2018-Q3,Sep-18,130.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,2,Victoria,10,Original,Q,Quarterly,2018-Q4,Dec-18,131.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,2,Victoria,10,Original,Q,Quarterly,2019-Q1,Mar-19,132.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2009-Q1,Mar-09,100.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2009-Q2,Jun-09,101.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2009-Q3,Sep-09,102.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2009-Q4,Dec-09,102.8,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2010-Q1,Mar-10,103.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2010-Q2,Jun-10,104.4,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2010-Q3,Sep-10,106.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2010-Q4,Dec-10,107.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2011-Q1,Mar-11,107.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2011-Q2,Jun-11,108.4,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2011-Q3,Sep-11,110,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2011-Q4,Dec-11,111,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2012-Q1,Mar-12,111.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2012-Q2,Jun-12,112.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2012-Q3,Sep-12,113.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2012-Q4,Dec-12,114.4,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2013-Q1,Mar-13,115.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2013-Q2,Jun-13,115.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2013-Q3,Sep-13,116.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2013-Q4,Dec-13,117.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2014-Q1,Mar-14,118.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2014-Q2,Jun-14,118.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2014-Q3,Sep-14,119.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2014-Q4,Dec-14,120.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2015-Q1,Mar-15,120.8,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2015-Q2,Jun-15,121.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2015-Q3,Sep-15,122,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2015-Q4,Dec-15,122.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2016-Q1,Mar-16,123.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2016-Q2,Jun-16,123.4,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2016-Q3,Sep-16,124.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2016-Q4,Dec-16,125,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2017-Q1,Mar-17,125.4,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2017-Q2,Jun-17,125.8,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2017-Q3,Sep-17,127,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2017-Q4,Dec-17,127.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2018-Q1,Mar-18,128.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2018-Q2,Jun-18,128.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2018-Q3,Sep-18,129.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2018-Q4,Dec-18,130.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,3,Queensland,10,Original,Q,Quarterly,2019-Q1,Mar-19,131.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2009-Q1,Mar-09,100.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2009-Q2,Jun-09,101,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2009-Q3,Sep-09,101.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2009-Q4,Dec-09,102.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2010-Q1,Mar-10,103.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2010-Q2,Jun-10,103.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2010-Q3,Sep-10,105.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2010-Q4,Dec-10,106.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2011-Q1,Mar-11,106.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2011-Q2,Jun-11,107.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2011-Q3,Sep-11,108.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2011-Q4,Dec-11,109.8,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2012-Q1,Mar-12,110.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2012-Q2,Jun-12,111,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2012-Q3,Sep-12,112.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2012-Q4,Dec-12,113.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2013-Q1,Mar-13,114.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2013-Q2,Jun-13,114.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2013-Q3,Sep-13,116.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2013-Q4,Dec-13,117.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2014-Q1,Mar-14,117.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2014-Q2,Jun-14,118.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2014-Q3,Sep-14,119.4,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2014-Q4,Dec-14,120.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2015-Q1,Mar-15,120.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2015-Q2,Jun-15,121.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2015-Q3,Sep-15,122.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2015-Q4,Dec-15,123,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2016-Q1,Mar-16,123.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2016-Q2,Jun-16,123.8,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2016-Q3,Sep-16,125,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2016-Q4,Dec-16,125.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2017-Q1,Mar-17,126.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2017-Q2,Jun-17,126.4,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2017-Q3,Sep-17,127.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2017-Q4,Dec-17,128.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2018-Q1,Mar-18,128.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2018-Q2,Jun-18,129.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2018-Q3,Sep-18,130.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2018-Q4,Dec-18,131.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,4,South Australia,10,Original,Q,Quarterly,2019-Q1,Mar-19,131.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2009-Q1,Mar-09,100.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2009-Q2,Jun-09,101.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2009-Q3,Sep-09,102.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2009-Q4,Dec-09,102.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2010-Q1,Mar-10,103.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2010-Q2,Jun-10,104.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2010-Q3,Sep-10,106,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2010-Q4,Dec-10,107,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2011-Q1,Mar-11,108,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2011-Q2,Jun-11,108.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2011-Q3,Sep-11,110.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2011-Q4,Dec-11,111.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2012-Q1,Mar-12,112.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2012-Q2,Jun-12,113.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2012-Q3,Sep-12,115.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2012-Q4,Dec-12,116,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2013-Q1,Mar-13,117.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2013-Q2,Jun-13,117.8,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2013-Q3,Sep-13,118.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2013-Q4,Dec-13,119.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2014-Q1,Mar-14,120.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2014-Q2,Jun-14,120.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2014-Q3,Sep-14,121.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2014-Q4,Dec-14,122.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2015-Q1,Mar-15,122.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2015-Q2,Jun-15,123.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2015-Q3,Sep-15,123.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2015-Q4,Dec-15,124.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2016-Q1,Mar-16,125.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2016-Q2,Jun-16,125.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2016-Q3,Sep-16,126,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2016-Q4,Dec-16,126.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2017-Q1,Mar-17,126.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2017-Q2,Jun-17,127,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2017-Q3,Sep-17,127.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2017-Q4,Dec-17,128.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2018-Q1,Mar-18,128.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2018-Q2,Jun-18,128.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2018-Q3,Sep-18,129.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2018-Q4,Dec-18,130.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,5,Western Australia,10,Original,Q,Quarterly,2019-Q1,Mar-19,130.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2009-Q1,Mar-09,100.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2009-Q2,Jun-09,101.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2009-Q3,Sep-09,102.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2009-Q4,Dec-09,103.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2010-Q1,Mar-10,104.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2010-Q2,Jun-10,104.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2010-Q3,Sep-10,105.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2010-Q4,Dec-10,106.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2011-Q1,Mar-11,107.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2011-Q2,Jun-11,108.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2011-Q3,Sep-11,110,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2011-Q4,Dec-11,110.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2012-Q1,Mar-12,111.4,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2012-Q2,Jun-12,112.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2012-Q3,Sep-12,113.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2012-Q4,Dec-12,114.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2013-Q1,Mar-13,115,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2013-Q2,Jun-13,115.4,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2013-Q3,Sep-13,116.4,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2013-Q4,Dec-13,116.7,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2014-Q1,Mar-14,117.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2014-Q2,Jun-14,118,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2014-Q3,Sep-14,119.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2014-Q4,Dec-14,119.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2015-Q1,Mar-15,120.3,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2015-Q2,Jun-15,120.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2015-Q3,Sep-15,122.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2015-Q4,Dec-15,122.2,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2016-Q1,Mar-16,123,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2016-Q2,Jun-16,123.5,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2016-Q3,Sep-16,124.8,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2016-Q4,Dec-16,125.1,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2017-Q1,Mar-17,125.8,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2017-Q2,Jun-17,126,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2017-Q3,Sep-17,127.6,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2017-Q4,Dec-17,127.9,,
1,Index number,THRPEB,Total hourly rates of pay excluding bonuses,7,All Sectors,-,All industries,6,Tasmania,10,Original,Q,Quarterly,2018-Q1,Mar-18,128.7,,
