MEASURE,Measure,REGION,Region,INDEX,Index,TSEST,Adjustment Type,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q1,Mar-13,101.3,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q2,Jun-13,101.7,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q3,Sep-13,102.6,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q4,Dec-13,103.6,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q1,Mar-14,104.1,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q2,Jun-14,104.5,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q3,Sep-14,104.6,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q4,Dec-14,104.7,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q1,Mar-15,105,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q2,Jun-15,105.1,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q3,Sep-15,105.7,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q4,Dec-15,106.6,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q1,Mar-16,106.4,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q2,Jun-16,106.4,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q3,Sep-16,107.1,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q4,Dec-16,108,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q1,Mar-17,108.9,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q2,Jun-17,108.9,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q3,Sep-17,109.2,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q4,Dec-17,110.3,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q1,Mar-18,111.1,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q2,Jun-18,111.5,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q3,Sep-18,112.2,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q4,Dec-18,113.6,,
1,Index Numbers,6,Hobart,10001,All groups CPI,10,Original,Q,Quarterly,2019-Q1,Mar-19,113.4,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q1,Mar-09,92.2,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q2,Jun-09,93.2,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q3,Sep-09,95,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q4,Dec-09,94.9,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q1,Mar-10,95.4,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q2,Jun-10,96.2,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q3,Sep-10,97.2,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q4,Dec-10,97.1,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q1,Mar-11,98.2,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q2,Jun-11,99.2,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q3,Sep-11,99.9,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q4,Dec-11,99.5,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q1,Mar-12,99.9,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q2,Jun-12,100.7,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q3,Sep-12,102,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q4,Dec-12,102,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q1,Mar-13,103.7,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q2,Jun-13,104.6,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q3,Sep-13,105.5,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q4,Dec-13,106.5,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q1,Mar-14,107.4,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q2,Jun-14,108.1,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q3,Sep-14,108.3,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q4,Dec-14,108.5,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q1,Mar-15,108.3,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q2,Jun-15,108.3,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q3,Sep-15,108.7,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q4,Dec-15,109,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q1,Mar-16,108,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q2,Jun-16,108.3,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q3,Sep-16,108.7,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q4,Dec-16,108.6,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q1,Mar-17,108.5,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q2,Jun-17,108.8,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q3,Sep-17,109.4,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q4,Dec-17,109.7,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q1,Mar-18,109.7,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q2,Jun-18,110.1,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q3,Sep-18,110.8,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q4,Dec-18,111,,
1,Index Numbers,7,Darwin,10001,All groups CPI,10,Original,Q,Quarterly,2019-Q1,Mar-19,110.1,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q1,Mar-09,92.9,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q2,Jun-09,93.5,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q3,Sep-09,94.3,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q4,Dec-09,94.7,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q1,Mar-10,95.3,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q2,Jun-10,95.6,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q3,Sep-10,96.3,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q4,Dec-10,96.7,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q1,Mar-11,98.1,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q2,Jun-11,99.2,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q3,Sep-11,99.8,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q4,Dec-11,100.1,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q1,Mar-12,99.7,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q2,Jun-12,100.3,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q3,Sep-12,101.4,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q4,Dec-12,101.8,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q1,Mar-13,101.9,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q2,Jun-13,102.5,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q3,Sep-13,103.1,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q4,Dec-13,104.1,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q1,Mar-14,104.6,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q2,Jun-14,104.8,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q3,Sep-14,105.2,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q4,Dec-14,105.3,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q1,Mar-15,105.2,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q2,Jun-15,105.6,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q3,Sep-15,105.8,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q4,Dec-15,106,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q1,Mar-16,106.2,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q2,Jun-16,106.4,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q3,Sep-16,107.3,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q4,Dec-16,107.9,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q1,Mar-17,108.6,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q2,Jun-17,108.6,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q3,Sep-17,109.6,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q4,Dec-17,110.3,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q1,Mar-18,111.2,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q2,Jun-18,111.6,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q3,Sep-18,112.3,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q4,Dec-18,113.1,,
1,Index Numbers,8,Canberra,10001,All groups CPI,10,Original,Q,Quarterly,2019-Q1,Mar-19,113.2,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q1,Mar-09,92.5,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q2,Jun-09,92.9,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q3,Sep-09,93.8,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q4,Dec-09,94.3,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q1,Mar-10,95.2,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q2,Jun-10,95.8,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q3,Sep-10,96.5,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q4,Dec-10,96.9,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q1,Mar-11,98.3,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q2,Jun-11,99.2,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q3,Sep-11,99.8,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q4,Dec-11,99.8,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q1,Mar-12,99.9,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q2,Jun-12,100.4,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q3,Sep-12,101.8,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q4,Dec-12,102,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q1,Mar-13,102.4,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q2,Jun-13,102.8,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q3,Sep-13,104,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q4,Dec-13,104.8,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q1,Mar-14,105.4,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q2,Jun-14,105.9,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q3,Sep-14,106.4,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q4,Dec-14,106.6,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q1,Mar-15,106.8,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q2,Jun-15,107.5,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q3,Sep-15,108,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q4,Dec-15,108.4,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q1,Mar-16,108.2,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q2,Jun-16,108.6,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q3,Sep-16,109.4,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q4,Dec-16,110,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q1,Mar-17,110.5,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q2,Jun-17,110.7,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q3,Sep-17,111.4,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q4,Dec-17,112.1,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q1,Mar-18,112.6,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q2,Jun-18,113,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q3,Sep-18,113.5,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q4,Dec-18,114.1,,
1,Index Numbers,50,Weighted average of eight capital cities,10001,All groups CPI,10,Original,Q,Quarterly,2019-Q1,Mar-19,114.1,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q1,Mar-09,0.1,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q2,Jun-09,0.4,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q3,Sep-09,1.1,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q4,Dec-09,0.5,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q1,Mar-10,0.8,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q2,Jun-10,0.4,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q3,Sep-10,0.7,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q4,Dec-10,0.4,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q1,Mar-11,1.6,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q2,Jun-11,1,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q3,Sep-11,0.7,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q4,Dec-11,-0.1,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q1,Mar-12,0.1,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q2,Jun-12,0.6,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q3,Sep-12,1.7,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q4,Dec-12,0.1,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q1,Mar-13,0.4,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q2,Jun-13,0.4,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q3,Sep-13,1.2,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q4,Dec-13,0.7,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q1,Mar-14,0.6,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q2,Jun-14,0.4,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q3,Sep-14,0.6,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q4,Dec-14,0.2,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q1,Mar-15,0.5,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q2,Jun-15,0.9,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q3,Sep-15,0.3,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q4,Dec-15,0.3,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q1,Mar-16,-0.2,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q2,Jun-16,0.6,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q3,Sep-16,1,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q4,Dec-16,0.5,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q1,Mar-17,0.4,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q2,Jun-17,0.4,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q3,Sep-17,0.7,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q4,Dec-17,0.7,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q1,Mar-18,0.3,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q2,Jun-18,0.4,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q3,Sep-18,0.6,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2018-Q4,Dec-18,0.4,,
2,Percentage Change from Previous Period,1,Sydney,10001,All groups CPI,10,Original,Q,Quarterly,2019-Q1,Mar-19,-0.1,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q1,Mar-09,0.3,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q2,Jun-09,0.3,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q3,Sep-09,0.5,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2009-Q4,Dec-09,0.6,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q1,Mar-10,1.3,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q2,Jun-10,0.6,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q3,Sep-10,0.5,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2010-Q4,Dec-10,0.6,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q1,Mar-11,1.7,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q2,Jun-11,0.7,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q3,Sep-11,0.6,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2011-Q4,Dec-11,0.1,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q1,Mar-12,0,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q2,Jun-12,0.5,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q3,Sep-12,1.2,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2012-Q4,Dec-12,0.4,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q1,Mar-13,0.4,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q2,Jun-13,0.2,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q3,Sep-13,1.4,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2013-Q4,Dec-13,0.8,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q1,Mar-14,0.5,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q2,Jun-14,0.6,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q3,Sep-14,0.2,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2014-Q4,Dec-14,0.2,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q1,Mar-15,0.1,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q2,Jun-15,0.7,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q3,Sep-15,0.5,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2015-Q4,Dec-15,0.7,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q1,Mar-16,-0.1,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q2,Jun-16,0.4,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q3,Sep-16,0.5,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2016-Q4,Dec-16,0.7,,
2,Percentage Change from Previous Period,2,Melbourne,10001,All groups CPI,10,Original,Q,Quarterly,2017-Q1,Mar-17,0.9,,
